Bacterium_strain | Antibiotic | Year | Country | Resistance percent (DEFAULT SET TO 1)
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | UnitedKingdom  | 1.7
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Belgium  | 9.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Finland  | 4.6
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Ireland  | 10.2
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Austria  | 10.4
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Slovenia  | 7.5
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Germany  | 8.4
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Portugal  | 18.1
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | France  | 14.7
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Malta  | 0.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Spain  | 10.8
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Latvia  | 11.1
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | CzechRepublic  | 21.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Italy  | 23.7
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Hungary  | 17.6
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Lithuania  | 14.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Croatia  | 23.4
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Greece  | 39.8
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Bulgaria  | 30.8
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Poland  | 21.5
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Slovakia  | 39.2
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2012 | Romania  | 48.9
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Estonia  | 0.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Iceland  | 0.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Norway  | 3.4
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Cyprus  | 4.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Denmark  | 1.7
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Sweden  | 4.1
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Netherlands  | 2.4
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Luxembourg  | 5.9
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | UnitedKingdom  | 2.4
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Belgium  | 10.9
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Finland  | 4.6
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Ireland  | 7.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Austria  | 8.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Slovenia  | 11.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Germany  | 9.2
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Portugal  | 11.9
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | France  | 12.5
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Malta  | 8.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Spain  | 12.2
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Latvia  | 24.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | CzechRepublic  | 23.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Italy  | 24.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Hungary  | 18.7
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Lithuania  | 8.1
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Croatia  | 18.4
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Greece  | 39.1
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Bulgaria  | 8.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Poland  | 14.4
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Slovakia  | 36.1
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2013 | Romania  | 50.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Estonia  | 0.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Iceland  | 0.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Norway  | 1.6
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Cyprus  | 14.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Denmark  | 1.5
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Sweden  | 1.6
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Netherlands  | 2.8
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Luxembourg  | 4.9
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | UnitedKingdom  | 1.6
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Belgium  | 8.4
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Finland  | 3.9
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Ireland  | 5.6
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Austria  | 7.1
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Slovenia  | 18.8
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Germany  | 8.9
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Portugal  | 20.6
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | France  | 13.2
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Malta  | 7.9
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Spain  | 12.4
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Latvia  | 11.1
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | CzechRepublic  | 20.2
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Italy  | 22.9
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Hungary  | 21.7
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Lithuania  | 25.8
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Croatia  | 31.5
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Greece  | 36.1
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Bulgaria  | 29.2
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Poland  | 26.7
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Slovakia  | 37.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2014 | Romania  | 59.6
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Estonia  | 0.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Iceland  | 0.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Norway  | 1.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Cyprus  | 2.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Denmark  | 2.3
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Sweden  | 2.6
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Netherlands  | 2.8
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Luxembourg  | 3.6
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | UnitedKingdom  | 3.8
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Belgium  | 4.6
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Finland  | 4.7
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Ireland  | 5.1
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Austria  | 6.8
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Slovenia  | 7.1
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Germany  | 8.2
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Portugal  | 11.8
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | France  | 12.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Malta  | 12.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Spain  | 14.2
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Latvia  | 15.4
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | CzechRepublic  | 19.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Italy  | 20.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Hungary  | 20.9
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Lithuania  | 24.4
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Croatia  | 28.0
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Greece  | 28.4
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Bulgaria  | 29.1
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Poland  | 29.6
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Slovakia  | 40.7
Pseudomonas | Resistance to Three or More Antimicrobial Groups Among Piperacillin+Tazobactam, Ceftazidime, Fluoroquinolones, Aminoglycosides and Carbapenems | 2015 | Romania  | 63.0
Staphylococcus | Meticillin | 2012 | Iceland  | 1.7
Staphylococcus | Meticillin | 2012 | Sweden  | 0.7
Staphylococcus | Meticillin | 2012 | Norway  | 1.3
Staphylococcus | Meticillin | 2012 | Netherlands  | 1.3
Staphylococcus | Meticillin | 2012 | Denmark  | 1.3
Staphylococcus | Meticillin | 2012 | Finland  | 2.1
Staphylococcus | Meticillin | 2012 | Estonia  | 7.7
Staphylococcus | Meticillin | 2012 | Latvia  | 9.0
Staphylococcus | Meticillin | 2012 | Austria  | 7.7
Staphylococcus | Meticillin | 2012 | Lithuania  | 10.2
Staphylococcus | Meticillin | 2012 | Luxembourg  | 15.3
Staphylococcus | Meticillin | 2012 | Slovenia  | 10.3
Staphylococcus | Meticillin | 2012 | UnitedKingdom  | 14.0
Staphylococcus | Meticillin | 2012 | Germany  | 15.4
Staphylococcus | Meticillin | 2012 | Belgium  | 16.6
Staphylococcus | Meticillin | 2012 | Bulgaria  | 19.8
Staphylococcus | Meticillin | 2012 | CzechRepublic  | 13.0
Staphylococcus | Meticillin | 2012 | France  | 19.2
Staphylococcus | Meticillin | 2012 | Poland  | 25.4
Staphylococcus | Meticillin | 2012 | Ireland  | 22.6
Staphylococcus | Meticillin | 2012 | Croatia  | 21.3
Staphylococcus | Meticillin | 2012 | Hungary  | 24.8
Staphylococcus | Meticillin | 2012 | Spain  | 24.2
Staphylococcus | Meticillin | 2012 | Slovakia  | 21.7
Staphylococcus | Meticillin | 2012 | Italy  | 35.2
Staphylococcus | Meticillin | 2012 | Greece  | 41.0
Staphylococcus | Meticillin | 2012 | Cyprus  | 35.2
Staphylococcus | Meticillin | 2012 | Portugal  | 53.8
Staphylococcus | Meticillin | 2012 | Malta  | 47.1
Staphylococcus | Meticillin | 2012 | Romania  | 53.3
Staphylococcus | Meticillin | 2013 | Iceland  | 0.0
Staphylococcus | Meticillin | 2013 | Sweden  | 1.0
Staphylococcus | Meticillin | 2013 | Norway  | 0.7
Staphylococcus | Meticillin | 2013 | Netherlands  | 1.2
Staphylococcus | Meticillin | 2013 | Denmark  | 1.7
Staphylococcus | Meticillin | 2013 | Finland  | 1.8
Staphylococcus | Meticillin | 2013 | Estonia  | 3.5
Staphylococcus | Meticillin | 2013 | Latvia  | 7.0
Staphylococcus | Meticillin | 2013 | Austria  | 9.2
Staphylococcus | Meticillin | 2013 | Lithuania  | 9.7
Staphylococcus | Meticillin | 2013 | Luxembourg  | 8.9
Staphylococcus | Meticillin | 2013 | Slovenia  | 9.0
Staphylococcus | Meticillin | 2013 | UnitedKingdom  | 13.7
Staphylococcus | Meticillin | 2013 | Germany  | 12.8
Staphylococcus | Meticillin | 2013 | Belgium  | 16.9
Staphylococcus | Meticillin | 2013 | Bulgaria  | 19.2
Staphylococcus | Meticillin | 2013 | CzechRepublic  | 13.2
Staphylococcus | Meticillin | 2013 | France  | 17.1
Staphylococcus | Meticillin | 2013 | Poland  | 16.0
Staphylococcus | Meticillin | 2013 | Ireland  | 19.9
Staphylococcus | Meticillin | 2013 | Croatia  | 24.0
Staphylococcus | Meticillin | 2013 | Hungary  | 24.0
Staphylococcus | Meticillin | 2013 | Spain  | 22.6
Staphylococcus | Meticillin | 2013 | Slovakia  | 26.6
Staphylococcus | Meticillin | 2013 | Italy  | 35.8
Staphylococcus | Meticillin | 2013 | Greece  | 40.3
Staphylococcus | Meticillin | 2013 | Cyprus  | 32.5
Staphylococcus | Meticillin | 2013 | Portugal  | 46.8
Staphylococcus | Meticillin | 2013 | Malta  | 51.8
Staphylococcus | Meticillin | 2013 | Romania  | 64.5
Staphylococcus | Meticillin | 2014 | Iceland  | 3.3
Staphylococcus | Meticillin | 2014 | Sweden  | 1.0
Staphylococcus | Meticillin | 2014 | Norway  | 1.0
Staphylococcus | Meticillin | 2014 | Netherlands  | 1.0
Staphylococcus | Meticillin | 2014 | Denmark  | 2.5
Staphylococcus | Meticillin | 2014 | Finland  | 2.6
Staphylococcus | Meticillin | 2014 | Estonia  | 3.1
Staphylococcus | Meticillin | 2014 | Latvia  | 8.2
Staphylococcus | Meticillin | 2014 | Austria  | 7.8
Staphylococcus | Meticillin | 2014 | Lithuania  | 7.8
Staphylococcus | Meticillin | 2014 | Luxembourg  | 12.0
Staphylococcus | Meticillin | 2014 | Slovenia  | 13.1
Staphylococcus | Meticillin | 2014 | UnitedKingdom  | 11.3
Staphylococcus | Meticillin | 2014 | Germany  | 12.9
Staphylococcus | Meticillin | 2014 | Belgium  | 13.5
Staphylococcus | Meticillin | 2014 | Bulgaria  | 20.8
Staphylococcus | Meticillin | 2014 | CzechRepublic  | 13.0
Staphylococcus | Meticillin | 2014 | France  | 17.4
Staphylococcus | Meticillin | 2014 | Poland  | 20.6
Staphylococcus | Meticillin | 2014 | Ireland  | 19.4
Staphylococcus | Meticillin | 2014 | Croatia  | 21.3
Staphylococcus | Meticillin | 2014 | Hungary  | 23.1
Staphylococcus | Meticillin | 2014 | Spain  | 22.1
Staphylococcus | Meticillin | 2014 | Slovakia  | 28.0
Staphylococcus | Meticillin | 2014 | Italy  | 33.6
Staphylococcus | Meticillin | 2014 | Greece  | 37.1
Staphylococcus | Meticillin | 2014 | Cyprus  | 36.0
Staphylococcus | Meticillin | 2014 | Portugal  | 47.4
Staphylococcus | Meticillin | 2014 | Malta  | 42.7
Staphylococcus | Meticillin | 2014 | Romania  | 56.0
Staphylococcus | Meticillin | 2015 | Iceland  | 0.0
Staphylococcus | Meticillin | 2015 | Sweden  | 0.8
Staphylococcus | Meticillin | 2015 | Norway  | 1.2
Staphylococcus | Meticillin | 2015 | Netherlands  | 1.3
Staphylococcus | Meticillin | 2015 | Denmark  | 1.6
Staphylococcus | Meticillin | 2015 | Finland  | 1.9
Staphylococcus | Meticillin | 2015 | Estonia  | 4.0
Staphylococcus | Meticillin | 2015 | Latvia  | 5.6
Staphylococcus | Meticillin | 2015 | Austria  | 7.5
Staphylococcus | Meticillin | 2015 | Lithuania  | 8.5
Staphylococcus | Meticillin | 2015 | Luxembourg  | 8.9
Staphylococcus | Meticillin | 2015 | Slovenia  | 9.2
Staphylococcus | Meticillin | 2015 | UnitedKingdom  | 10.8
Staphylococcus | Meticillin | 2015 | Germany  | 11.2
Staphylococcus | Meticillin | 2015 | Belgium  | 12.3
Staphylococcus | Meticillin | 2015 | Bulgaria  | 13.1
Staphylococcus | Meticillin | 2015 | CzechRepublic  | 13.7
Staphylococcus | Meticillin | 2015 | France  | 15.7
Staphylococcus | Meticillin | 2015 | Poland  | 15.8
Staphylococcus | Meticillin | 2015 | Ireland  | 18.1
Staphylococcus | Meticillin | 2015 | Croatia  | 24.5
Staphylococcus | Meticillin | 2015 | Hungary  | 24.7
Staphylococcus | Meticillin | 2015 | Spain  | 25.3
Staphylococcus | Meticillin | 2015 | Slovakia  | 28.1
Staphylococcus | Meticillin | 2015 | Italy  | 34.1
Staphylococcus | Meticillin | 2015 | Greece  | 39.4
Staphylococcus | Meticillin | 2015 | Cyprus  | 43.4
